Order Number,CustomerID,Item Quantity,Item SKU,Item Subtotal (Inc Disc),Item Discount GBP,Item Gross Total GBP,Item Tax Value GBP,Item Net Total GBP
#0008933,3140,1,GLST1887-INDM-M,23.37,0,23.37,0,23.37
#0008934,8651,1,GLCT009-SFG-XS,9.35,0,9.35,0,9.35
#0008934,8651,1,GLLG076-WHKM-XS,22.44,0,22.44,0,22.44
#0008935,5618,1,GMSH018-BKM-L,29.15,,29.15,4.65,24.49
#0008935,5618,1,GMTK021-PM-L,30.97,,30.97,4.94,26.02
#0008935,5618,1,GLAIO001-BK-S,49.18,,49.18,7.85,41.33
#0008935,5618,1,GMST032-BK-L,20.04,,20.04,3.2,16.84
#0008935,5618,1,GMST033-SGM-L,36.43,,36.43,5.82,30.61
#0008936,6515,1,GLSH014-CH/DP-S,26,0,26,4.33,21.67
#0008937,8197,1,GMTK012-PT-M,16.58,0,16.58,0,16.58
#0008937,8197,1,GMJG008-BK-M,30.15,0,30.15,0,30.15
#0008937,8197,1,GMST032-BK-M,16.58,0,16.58,0,16.58
#0008939,8324,1,GLSW2040-BKM-S,30.43,0,30.43,5.07,25.36
#0008939,8324,1,GLLG1824-CHM/DPK-XS,43.46,0,43.46,7.24,36.22
#0008940,664,1,GHL-HARL-L,20.2,0,20.2,3.37,16.83
#0008940,664,1,GHT-HARL-L,30.28,0,30.28,5.05,25.23
#0008941,9518,1,GMTK008-GLM-S,13.68,,13.68,0,13.68
#0008941,9518,1,GMTK022-BK-S,17.2,,17.2,0,17.2
#0008941,9518,1,GMHD020-GLM-S,31.27,,31.27,0,31.27
#0008943,3907,1,GLLG004-BKM/CH-XS,28.31,,28.31,0,28.31
#0008943,3907,1,GLVT001-PLM-XS,23.16,,23.16,0,23.16
#0008944,6571,1,GLLG022-BK/PLL-XS,31.52,0,31.52,5.89,25.63
#0008945,7087,1,GMJG002-CHM/WH-S,18,0,18,3,15
#0008946,8392,1,GLFB-BL/WH-M,24.98,0,24.98,0,24.98
#0008947,1230,1,GLCT1848-CHM/DKT-S,16.36,1.64,14.72,0,14.72
#0008947,1230,1,GLSB023-WKH/WH-S,15.27,1.53,13.74,0,13.75
#0008947,1230,1,GLLG022-WKH/WH-S,18.54,1.86,16.68,0,16.68
#0008947,1230,1,GLSH014-CHM/DKT-S,19.09,1.91,17.18,0,17.18
#0008948,2979,1,GLLG1825-CHM-L,20,0,20,3.33,16.67
#0008948,2979,1,GLLG1825-CHM-M,20,0,20,3.33,16.67
#0008949,6247,1,GLLG076-GL-M,27.49,0,27.49,0,27.49
#0008952,7511,1,GLLG049-PW-M,19.69,0,19.69,0,19.69
#0008954,9227,1,GLJG004-BK-S,36,0,36,6,30
#0008956,942,1,NBCT002-GN-M,42.99,,42.99,0,42.99
#0008956,942,1,NBSH001-BK-M,35.17,,35.17,0,35.17
#0008959,3691,1,GMLT1945-BK-S,12.6,0,12.6,2.1,10.5
#0008962,75,1,GMSH011-BK/WH-S,9.84,0,9.84,0,9.84
#0008962,75,1,GMSH011-GM/BK-S,9.84,0,9.84,0,9.84
#0008962,75,1,GMB002-BK/WH-S,13.7,0,13.7,0,13.7
#0008962,75,1,GMHD010-BK/WH-S,14.76,0,14.76,0,14.76
#0008963,1795,1,GMTK011-SB-S,16.96,,15.98,0,15.98
#0008963,1795,1,GMST033-BKM-S,22.67,,21.36,0,21.36
#0008963,1795,1,GMJG019-SB/WH-S,26.99,,25.42,0,25.42
#0008964,5544,1,GLLG043-BK-S,22.22,0,22.22,3.55,18.67
#0008965,1198,1,GLJG006-SLGM-M,32.04,3.2,28.84,0,28.84
#0008965,1198,1,GLPO006-BTM-M,30.59,3.06,27.53,0,27.53
#0008967,6662,1,GMST1981-AEBM-S,26.79,0,26.79,0,26.79
#0008968,6362,1,GMSH033-SLDM-XL,30,0,30,5,25
#0008968,6362,1,GMST3021-CGR-XL,20,0,20,3.33,16.67
#0008969,601,1,GLLG062-DKR-XS,42.63,0,42.63,0,42.63
#0008970,766,1,GPT-GP-M,13.63,0,13.63,2.27,11.36
#0008970,766,1,GMB002-NV/WH-L,21.47,0,21.47,3.58,17.9
#0008970,766,1,GMHD010-BB/WH-L,22.67,0,22.67,3.78,18.89
#0008971,5630,1,GMSR001-BK/WH-S,21,0,21,3.5,17.5
#0008972,1066,1,GLLT025-BK-L,22,0,22,3.67,18.33
#0008972,1066,1,GLLT025-WH-L,22,0,22,3.67,18.33
#0008972,1066,1,GLLG049-BK/BKM-M,40,0,40,6.67,33.33
#0008978,8435,1,GMST042-BK-S,22.48,2.25,20.23,3.51,16.72
#0008978,8435,1,GMST053-BLK-S,17.83,1.78,16.05,2.78,13.27
#0008978,8435,1,GMST017-CHM-S,22.48,2.25,20.23,3.51,16.72
#0008978,8435,1,GMJG026-SB/WH-S,28.71,2.87,25.84,4.48,21.36
#0008979,2749,1,GLPO004-PTQ-L,32.05,,32.05,0,32.05
#0008979,2749,1,GLPO004-SLC/RP-L,32.05,,32.05,0,32.05
#0008980,2690,1,GLLG1825-CHM-S,21.54,0,21.54,3.74,17.8
#0008982,4973,1,GFH-BK-S,29.99,3,26.99,4.5,22.49
#0008983,2901,1,GMST028-BKM-M,18.2,0,18.2,3.03,15.17
#0008983,2901,1,GMLG006-BKM-M,19.6,0,19.6,3.27,16.33
#0008984,3966,1,GLHD020-BK-S,32.31,0,32.31,0,32.31
#0008984,3966,1,GLLG012-BK-S,35.54,0,35.54,0,35.54
#0008984,3966,1,GLLG012-PL-S,35.54,0,35.54,0,35.54
#0008985,3748,1,GEB-BK/BL-M,20.65,0,20.65,0,20.65
#0008987,7379,1,GMSH3020-CGR-M,15,0,15,2.5,12.5
#0008987,7379,1,GMHD3255-OXB-S,17.5,0,17.5,2.92,14.58
#0008987,7379,1,GMST034-SOR-S,7.5,0,7.5,1.25,6.25
#0008987,7379,1,GMST2020-DKT-S,9,0,9,1.5,7.5
#0008987,7379,1,GMST2020-WH-S,9,0,9,1.5,7.5
#0008987,7379,1,GMST2034-BK-S,12.5,0,12.5,2.08,10.42
#0008987,7379,1,GMST2034-WGN-S,12.5,0,12.5,2.08,10.42
#0008987,7379,1,GMLT3257-WH-M,9,0,9,1.5,7.5
#0008987,7379,1,GMST034-BK/WH-S,7.5,0,7.5,1.25,6.25
#0008988,4278,1,GLSB017-BK-S,28,2.8,25.2,4.2,21
#0008990,9802,1,GLLT001-BK/CH-S,32,3.2,28.8,4.8,24
#0008990,9802,1,GLVT005-BK-S,20,2,18,3,15
#0008990,9802,1,GLVT005-GLM-S,20,2,18,3,15
#0008990,9802,1,GLPO004-BK-S,32,3.2,28.8,4.8,24
#0008990,9802,1,GLSB004-CH/BK/PP-S,28,2.8,25.2,4.2,21
#0008993,9792,1,NB2LG001-BKM-M,42.31,0,42.31,0,42.31
#0008994,7834,1,GLLG025-CHM-M,10,0,10,1.67,8.33
#0008995,9856,1,GLLG049-CH/CHM-XS,40,0,40,6.67,33.33
#0008995,9856,1,GMTK022-BK-S,18,0,18,3,15
#0008995,9856,1,GLJK005-PWM-S,65,0,65,10.83,54.17
#0008997,7974,1,GMSH006-BK-M,15.55,0,15.55,2.48,13.07
#0008997,7974,1,GMSH006-CHM-M,15.55,0,15.55,2.48,13.07
#0008997,7974,1,GMSH027-BK-M,28.44,0,28.44,4.54,23.9
#0008997,7974,1,GMHD015-BK-M,21.32,0,21.32,3.4,17.92
#0008997,7974,1,GMJG008-BK-M,17.78,0,17.78,2.84,14.94
#0008997,7974,1,GMST037-BK-M,15.99,0,15.99,2.55,13.44
#0008997,7974,1,GMPO005-BK-M,28.44,0,28.44,4.54,23.9
#0008997,7974,1,GMST019-BK-M,14.93,0,14.93,2.38,12.55
#0008997,7974,1,GMST027-BK-M,14.93,0,14.93,2.38,12.55
#0008997,7974,1,GMST032-BK-M,17.05,0,17.05,2.72,14.33
#0008997,7974,1,GMJG029-BK-M,27.37,0,27.37,4.37,23
#0008998,7368,1,GFST-EM-S,25.48,0,25.48,4.25,21.23
#0009000,2736,1,GMPO002-BK/CHM/GBL-M,45.23,0,45.23,7.22,38.01
#0009002,3931,1,GLLG1831-BK-S,42.13,0,42.13,0,42.13
#0009003,1393,1,GLHD1581-PPR-M,28.51,0,28.51,4.75,23.76
#0009003,1393,1,GLLG076-DPKM-M,25.65,0,25.65,4.27,21.38
#0009004,5832,1,GMSH006-CHM-M,20,,20,3.33,16.67
#0009004,5832,1,GMPO003-CHM-M,34,,34,5.67,28.33
#0009005,1851,1,GLHD002-GLM/SG-L,24.77,,24.77,0,24.77
#0009005,1851,1,GLLG013-BB/LG-M,27.03,,27.03,0,27.03
#0009005,1851,1,GLLG013-LB/MG-M,27.03,,27.03,0,27.03
#0009008,6818,1,GASCSH-GY/YE-S,24.99,2.5,22.49,3.75,18.74
#0009008,6818,1,GLU-RD-M,4.99,0.5,4.49,0.75,3.74
#0009008,6818,1,GLU-WH/PU-M,3.99,0.4,3.59,0.6,2.99
#0009009,8684,1,GMPO003-GLM-L,0,0,0,0,0
#0009010,2989,1,GLLG062-BK-M,53.98,0,53.98,10.45,43.53
#0009010,2989,1,GLJG2065-BSN-M,44.98,0,44.98,8.71,36.27
#0009010,2989,1,GLPO2064-BSN-M,40.49,0,40.49,7.84,32.65
#0009012,7719,1,GMST013-WH-M,22.43,,21.31,0,21.31
#0009013,6222,1,GMST010-GLM-S,16,,16,2.67,13.33
#0009014,6351,1,GMHD016-SB/ABL-S,36,0,36,6,30
#0009015,2879,1,GLLG1831-BK-M,42.63,0,42.63,0,42.63
#0009016,9753,1,GLCT005-PHP/CH-S,15,0,15,2.5,12.5
#0009019,6411,1,GMSR009-BK-L,10.01,0,10.01,0,10.01
#0009020,7873,1,GABG010-BK-OS,17.78,0,17.78,2.84,14.94
#0009020,7873,1,GABG013-BK-OS,21.32,0,21.32,3.4,17.92
#0009020,7873,1,GMPO019-BKM-M,31.09,0,31.09,4.96,26.13
#0009020,7873,1,GMHD015-CHM-M,12.79,0,12.79,2.04,10.75
#0009020,7873,1,GMJG008-CHM-M,10.66,0,10.66,1.7,8.96
#0009020,7873,1,GMST046-SBM-S,16.89,0,16.89,2.7,14.19
#0009020,7873,1,GMST1965-SMGM-M,21.32,0,21.32,3.4,17.92
#0009020,7873,1,GMST017-CHM-M,22.4,0,22.4,3.58,18.82
#0009020,7873,1,GMST017-SBM-S,25.58,0,25.58,4.08,21.5
#0009024,6767,1,GLLG025-GLM-S,10.77,0,10.77,0,10.77
#0009027,1609,1,GLCT007-SKY-S,15,0,15,2.5,12.5
#0009027,1609,1,GLCT007-TP-XS,15,0,15,2.5,12.5
#0009027,1609,1,GLUW004-BK-S,10.5,0,10.5,1.75,8.75
#0009031,4082,1,GMSR3327-BK-L,13.92,0,13.92,0,13.92
#0009033,2933,1,GLJG1916-BK-XS,41.64,3.96,37.68,0,37.68
#0009033,2933,1,GLUW005-BK-XS,11.36,1.08,10.28,0,10.27
#0009033,2933,1,GLLT1892-STM-XS,26.5,2.52,23.98,0,23.98
#0009034,498,1,GLST1896-BK-XS,20,0,20,3.33,16.67
#0009035,3229,1,GLCT2072-BKM-M,15,0,15,2.5,12.5
#0009036,169,1,GLST1887-DPKM-XS,25,0,25,4.17,20.83
#0009036,169,1,GLST1887-INDM-XS,25,0,25,4.17,20.83
#0009036,169,1,GLLT1892-BKM-XS,30,0,30,5,25
#0009036,169,1,GLLT1892-DPKM-XS,30,0,30,5,25
#0009037,1796,1,GLCT1847-BKM-M,26.44,0,26.44,0,26.44
#0009038,7913,1,GLSB021-PHC-S,12,1.2,10.8,1.8,9
#0009038,7913,1,GLCT009-PHC-S,15,1.5,13.5,2.25,11.25
#0009039,1599,1,GLLG024-SB-L,22.17,2.21,19.96,0,19.96
#0009039,1599,1,GLVT006-SLC-L,9.36,0.94,8.42,0,8.42
#0009040,1602,1,GMST009-BK-M,26.5,0,26.5,4.42,22.08
#0009042,1166,1,GLLG048-BK-S,28.29,0,28.29,0,28.29
#0009042,1166,1,GLLG024-SB-S,31.12,0,31.12,0,31.12
#0009045,5831,1,GLSH006-CH/DPK-L,14.13,0,14.13,0,14.13
#0009045,5831,1,GLLG076-WHKM-XL,28.27,0,28.27,0,28.27
#0009047,5975,1,GMTK1978-BK-S,22.61,0,22.61,3.61,19
#0009047,5975,1,GMST1996-BK-S,27.13,0,27.13,4.33,22.8
#0009047,5975,1,GMJG036-BK-S,40.71,0,40.71,6.5,34.21
#0009050,7407,1,GLJG004-BK-S,35,3.5,31.5,5.25,26.26
#0009050,7407,1,GABG010-BK-OS,20,2,18,3,15
#0009050,7407,1,GLPO004-PHC-S,22.4,2.24,20.16,3.36,16.8
#0009053,5602,1,GAHW003-GLM,0,0,0,0,0
#0009054,3288,1,GLVT001-BK/WH-M,12,1.2,10.8,0,10.8
#0009054,3288,1,GLLT026-PWM-M,28.24,2.82,25.42,0,25.42
#0009056,3029,1,GLVT008-WH-M,20,,20,3.33,16.67
#0009057,2998,1,GLFB-BK/GP-L,24.99,0,24.99,3.99,21
#0009059,437,1,GMTK022-BK-L,18,0.43,17.57,2.93,6.07
#0009059,437,1,GMST049-GLM-L,24,0.57,23.43,3.91,8.1
#0009060,6289,1,GMTK002-SBM/LG-M,13.5,,13.5,2.25,11.25
#0009060,6289,1,GMTK008-GLM-M,13,,13,2.17,10.83
#0009060,6289,1,GMTK011-BK-M,18,,18,3,15
#0009060,6289,1,GMTK011-GLM-M,18,,18,3,15
#0009064,9080,1,GLLT017-BK/WH-XS,28.31,,28.31,0,28.31
#0009064,9080,1,GLJG003-BK-XS,23.65,,23.65,0,23.65
#0009064,9080,1,GLLG012-BK-XS,30.89,,30.89,0,30.89
#0009064,9080,1,GLVT001-BK/WH-XS,23.16,,23.16,0,23.16
#0009064,9080,1,GLSB003-BKM/WH-XS,21.88,,21.88,0,21.88
#0009065,6701,1,GLCT2041-ST-XS,19.31,0,19.31,0,19.31
#0009065,6701,1,GLCT013-DP-S,21.63,0,21.63,0,21.63
#0009066,5039,1,GLLG017-BBM-XS,34.03,0,34.03,0,34.03
#0009066,5039,1,GLSB007-BB-S,26.63,0,26.63,0,26.63
#0009068,5172,1,GLSH001-MG/WH-L,9.5,0,9.5,0,9.5
#0009068,5172,1,GLSB002-HP/CO-M,9.5,0,9.5,0,9.5
#0009069,1405,1,GMHD017-GLM/SB-S,23.68,,23.68,4.11,19.57
#0009071,627,1,GMSH3077-BK-S,22.77,0,22.77,0,22.77
#0009071,627,1,GMSH3210-BK-S,26.57,0,26.57,0,26.57
#0009071,627,1,GMST2020-BK-XXL,15.18,0,15.18,0,15.18
#0009071,627,1,GMST2020-WH-S,15.18,0,15.18,0,15.18
#0009074,7537,1,GMHD015-BK-M,18.75,0,18.75,3.75,15
#0009075,4060,1,GLSB017-BK-L,28,0,28,4.67,23.33
#0009075,4060,1,GLLG043-BK-L,40,0,40,6.67,33.33
#0009075,4060,1,GLLG059-CHM/BT-L,42,0,42,7,35
#0009077,1137,1,GLPO2064-BK-M,35.3,0,35.3,0,35.3
#0009078,6604,1,GLCT1847-BKM-M,25.67,2.57,23.1,0,23.11
#0009078,6604,1,GLCT1847-BKM-S,25.67,2.57,23.1,0,23.1
#0009078,6604,1,GLLG062-SEB-XS,38.51,3.85,34.66,0,34.66
#0009082,2746,1,GLLG058-BKM/CH-XS,8.41,0,8.41,0,8.41
#0009082,2746,1,GLVT031-PHC-XS,7.95,0,7.95,0,7.95
#0009082,2746,1,GLJG007-BK-XS,10.52,0,10.52,0,10.52
#0009083,9849,1,GMJG034-BK-M,24.5,0,24.5,4.08,20.42
#0009084,7864,1,GLPO005-SB-S,38,0,38,6.33,31.67
#0009085,1405,1,GMST050-SFP-M,19.85,0,19.85,3.45,16.4
#0009086,4556,1,GLSB1878-DKR-M,30.1,0,30.1,0,30.1
#0009086,4556,1,GLSB2061-PGP/DMG-M,26.34,0,26.34,0,26.34
#0009086,4556,1,GLLG062-DKR-S,41.38,0,41.38,0,41.38
#0009086,4556,1,GLLG1824-PGP/DMG-S,37.62,0,37.62,0,37.62
#0009087,1065,1,GMHD014-RD/NV-M,24.99,0,24.99,4.17,20.83
#0009087,1065,1,GFSTS-ML-M,20.98,0,20.98,3.5,17.48
#0009087,1065,1,GHL-COB-M,11,0,11,1.83,9.17
#0009087,1065,1,GHL-HARL-M,10.99,0,10.99,1.83,9.16
#0009088,7681,1,GLLG1829-SLD-XS,31.22,0,31.22,0,31.22
#0009093,3607,1,GMSH017-GLM-L,27.74,,27.74,0,27.74
#0009093,3607,1,GMSH017-SBM-L,27.74,,27.74,0,27.74
#0009095,1097,1,GLLG1826-CTYE-M,28.05,2.8,25.25,0,25.25
#0009096,2782,1,GMHD014-NV/GM-M,33.75,0,33.75,0,33.75
#0009099,9890,1,GLLG1826-BK-S,35,0,35,5.83,29.17
#0009106,859,1,GMSH006-GLM-XL,21.08,,18.97,0,18.97
#0009106,859,1,GMST010-BK-L,14.59,,13.13,0,13.13
#0009106,859,1,GMST013-BK-L,22.7,,20.43,0,20.43
#0009106,859,1,GMLS004-BK-L,24.32,,21.89,0,21.89
#0009106,859,1,GMPO007-GLM-XL,32.43,,29.19,0,29.19
#0009106,859,1,GMST019-GLM-L,19.46,,17.51,0,17.51
#0009107,9406,1,GLLG062-BK-M,43.74,0,43.74,0,43.74
#0009107,9406,1,GLCT020-BK-M,35.79,0,35.79,0,35.79
#0009108,1178,1,GLLG051-BK-XS,10.28,1.03,9.25,0,9.26
#0009108,1178,1,GLVT031-PHC-XS,7.95,0.8,7.15,0,7.15
#0009108,1178,1,GMJG008-CHM-S,9.35,0.94,8.41,0,8.41
#0009111,4222,1,GMSH024-FG-M,15.76,0,15.76,0,15.76
#0009111,4222,1,GMSH024-PT-M,15.76,0,15.76,0,15.76
#0009111,4222,1,GMSR009-FG-M,13.33,0,13.33,0,13.33
#0009111,4222,1,GMTK023-CHM-M,11.67,0,11.67,0,11.67
#0009111,4222,1,GMTK023-FG-M,11.67,0,11.67,0,11.67
#0009111,4222,1,GMTK023-PT-M,11.67,0,11.67,0,11.67
#0009111,4222,1,GMPO005-BK-M,21.21,0,21.21,0,21.21
#0009113,7613,1,GLLG006-BK-XS,29.49,0,29.49,4.92,24.58
#0009113,7613,1,GLLG007-BKM/WH-XS,25.58,0,25.58,4.26,21.32
#0009116,2117,1,GLSB036-BK/GL-M,32.28,0,32.28,5.38,26.9
#0009116,2117,1,GLLG082-BK/GL-M,46.64,0,46.64,7.78,38.86
#0009117,6855,1,GLLG1828-IND-S,31.78,0,31.78,2.89,28.89
#0009117,6855,1,GLCT1846-IND-S,23.83,0,23.83,2.17,21.66
#0009118,1133,1,GLLG062-DKR-S,47.07,0,47.07,8.17,38.9
#0009120,6007,1,GLLG058-CHM/DKT-M,21,2.1,18.9,3.15,15.75
#0009122,6559,1,GMSH2003-BKM-S,18.63,0,18.63,0,18.63
#0009122,6559,1,GMST3192-BK-S,15.53,0,15.53,0,15.53
#0009122,6559,1,GMTK022-BK-S,10.25,0,10.25,0,10.25
#0009122,6559,1,GMTK1966-BKM-S,16.3,0,16.3,0,16.3
#0009122,6559,1,GMST1977-BK-S,15.53,0,15.53,0,15.53
#0009124,8788,1,GLLG076-GL-M,31.43,0,31.43,5.02,26.41
#0009125,7266,1,GLLG003-BK/NB-M,23.11,0,23.11,3.85,19.26
#0009127,7470,1,GLCT023-DT/IB-M,28.2,0,28.2,0,28.2
#0009127,7470,1,GLLG082-DT/IB-M,35.25,0,35.25,0,35.25
#0009129,8946,1,GLCT020-BK-M,35.44,3.55,31.89,0,31.89
#0009129,8946,1,GLLG062-BK-S,43.31,4.33,38.98,0,38.98
#0009129,8946,1,GLLG062-WHL-M,43.31,4.33,38.98,0,38.98
#0009131,2595,1,GLST006-SPM-M,19.6,0,19.6,3.27,16.33
#0009131,2595,1,GLST010-BT-M,11.2,0,11.2,1.87,9.33
#0009133,8419,1,GLLG053-PR-XS,28.8,0,28.8,4.8,24
#0009133,8419,1,GLVT031-PHC-S,13,0,13,2.17,10.83
#0009133,8419,1,GLST013-DT-S,19.6,0,19.6,3.27,16.33
#0009133,8419,1,GLLG025-GLM-XS,10,0,10,1.67,8.33
#0009133,8419,1,GLVT031-BKM-S,13,0,13,2.17,10.83
#0009133,8419,1,GLLG081-BK-XS,22.41,0,22.41,3.74,18.67
#0009134,7763,1,GLCT1844-WH/BK-S,21.94,0,21.94,4.1,17.84
#0009134,7763,1,GLSB023-BK/WH-S,17.19,0,17.19,3.21,13.98
#0009134,7763,1,GLLG039-DP-XS,29.48,0,29.48,5.51,23.97
#0009135,2710,1,GFHT-GR/GP-M,20.49,0,20.49,3.42,17.08
#0009139,2214,1,GLPO009-SB-S,36.67,0,36.67,7.33,29.34
#0009140,4565,1,GLLG025-BK-S,13.33,0,13.33,2.49,10.84
#0009141,1609,1,GLLG1838-DKRM-S,30,0,30,5,25
#0009141,1609,1,GLCT1850-DKRM-S,20,0,20,3.33,16.67
#0009141,1609,1,GLSB2061-WHKM/BSN-S,25,0,25,4.17,20.83
#0009142,4377,1,GMTK004-NV-M,14.2,0,14.2,2.37,11.83
#0009144,7159,1,GMST050-AEB-M,21.74,0,21.74,0,21.74
#0009144,7159,1,GMST050-BK-M,21.74,0,21.74,0,21.74
#0009149,931,1,GLLG066-BKM/DT-S,47.79,0,47.79,7.63,40.16
#0009150,194,1,GMST050-AEB-XL,16.33,0,16.33,0,16.33
#0009150,194,1,GMST056-WH-XL,6.53,0,6.53,0,6.53
#0009150,194,1,GMJG024-CHM-XL,21.39,0,21.39,0,21.39
#0009152,173,1,GLSB023-BK/WH-M,22,0,22,3.67,18.33
#0009152,173,1,GLCT013-DP-M,22,0,22,3.67,18.33
#0009152,173,1,GLJG009-BK-XS,40,0,40,6.67,33.33
#0009152,173,1,GLPO016-BSN-XL,25,0,25,4.17,20.83
#0009153,2135,1,GMST056-BK-L,14.68,1.47,13.21,0,13.21
#0009153,2135,1,GMST2020-BK-L,19.11,1.91,17.2,0,17.21
#0009153,2135,1,GMJG025-GLM-M,18.35,1.84,16.51,0,16.51
#0009153,2135,1,GMJG025-SB-M,18.35,1.84,16.51,0,16.51
#0009154,5650,1,GMHD020-BK-M,21.3,0,21.3,0,21.3
#0009154,5650,1,GMST017-CHM-M,23.12,0,23.12,0,23.12
#0009154,5650,1,GMJG024-GLM-S,26.62,0,26.62,0,26.62
#0009157,2707,1,GLCT021-GLM/SG-S,30,0,30,5,25
#0009157,2707,1,GLSB033-SFG-S,22.4,0,22.4,3.73,18.67
#0009157,2707,1,GLLG066-GL/SFG-S,45,0,45,7.5,37.5
#0009158,902,1,GLLG012-CHM-XS,36,,36,6,30
#0009159,535,1,GMHD014-GM/CH-L,25.21,0,25.21,4.2,21.01
#0009159,535,1,GHL-HARL-L,11.09,0,11.09,1.85,9.24
#0009159,535,1,GMJG015-CH/WH-L,25.22,0,25.22,4.2,21.02
#0009161,4163,1,GWAL-CABL-XS,10.66,0,10.66,1.78,8.88
#0009163,4066,1,GLLG041-BK-S,38,0,38,6.33,31.67
#0009165,9679,1,GMST016-GLM-M,16.19,,16.19,0,16.19
#0009165,9679,1,GMHD013-GLM-L,32.38,,32.38,0,32.38
#0009165,9679,1,GMLT002-BKM-M,23.75,,23.75,0,23.75
#0009165,9679,1,GMJG019-SL/BK-M,26.99,,26.99,0,26.99
#0009166,1006,1,NB2SB001-BKM-M,28.21,5.64,22.57,0,22.57
#0009166,1006,1,NB2SB001-DKBM-M,28.21,5.64,22.57,0,22.57
#0009166,1006,1,NB2SB001-DOM-M,28.21,5.64,22.57,0,22.57
#0009166,1006,1,GLCT014-BKM/CH-M,25.39,5.08,20.31,0,20.31
#0009168,6406,1,GLLT1892-STM-S,21.82,0,21.82,0,21.82
#0009168,6406,1,GLLG079-BK-XS,28.67,0,28.67,0,28.67
#0009168,6406,1,GLLG080-KH-XS,21.04,0,21.04,0,21.04
#0009169,6612,1,GLLG062-BK-M,45,0,45,7.5,37.5
#0009169,6612,1,GLCT020-BK-S,35,0,35,5.83,29.17
#0009170,4620,1,GLSB024-CH/DP-XS,25.53,0,25.53,2.32,23.21
#0009170,4620,1,GLLG058-CH/DP-S,29.96,0,29.96,2.72,27.24
#0009173,191,1,GLLG043-BK-M,40,0,40,6.67,33.33
#0009173,191,1,GLVT034-BK-L,20.8,0,20.8,3.47,17.33
#0009173,191,1,GLVT037-SFG-L,18,0,18,3,15
#0009174,5073,1,GLVT006-WH-M,20,,20,3.33,16.67
#0009175,3750,1,GLLG1831-BK-M,48.4,0,48.4,4.4,44
#0009175,3750,1,GLSB3266-BK/CH/BK-M,21.51,0,21.51,1.96,19.55
#0009176,1061,1,GHL-COB-L,11.1,0,11.1,1.85,9.25
#0009176,1061,1,GHL-COB-M,11.11,0,11.11,1.85,9.26
#0009176,1061,1,GMJG015-BK/WH-L,25.26,0,25.26,4.21,21.05
#0009178,5259,1,GLLG012-CHM-S,21.98,0,21.98,0,21.98
#0009178,5259,1,GLLG012-RP-S,15.7,0,15.7,0,15.7
#0009178,5259,1,GLLG025-BK-S,10.71,0,10.71,0,10.71
#0009178,5259,1,GLVT018-BK-S,12.13,0,12.13,0,12.13
#0009182,1169,1,GLLG062-BK-M,43.23,0,43.23,0,43.23
#0009182,1169,1,GLCT020-BK-M,35.37,0,35.37,0,35.37
#0009182,1169,1,GLSB027-BK-M,35.37,0,35.37,0,35.37
#0009183,7716,1,GLLG012-PL-S,35.24,,35.24,0,35.24
#0009185,131,1,GLLG043-BK-S,19.48,1.95,17.53,0,17.53
#0009186,7771,1,GASCSH-BK/OR-S,24.99,0,24.99,4.17,20.83
#0009186,7771,1,GWECL-CYC-S,22.99,0,22.99,3.83,19.16
#0009186,7771,1,GLTK002-GN-XS,19.99,0,19.99,3.33,16.66
#0009189,4320,1,GMJG3206-BK-M,45,0,45,7.5,37.5
#0009191,2938,1,GLHD020-BK-S,34.78,,34.78,5.55,29.23
#0009191,2938,1,GLLG012-CHM-S,40,,40,6.39,33.61
#0009194,5183,1,GLLG1824-CHM/DPK-S,37.94,3.8,34.14,0,34.15
#0009194,5183,1,GLLG1824-WHKM/BSN-S,37.94,3.8,34.14,0,34.14
#0009196,3691,1,GMSH006-BK-S,20.01,0,20.01,3.34,16.67
#0009196,3691,1,GMST038-BK-S,13,0,13,2.17,10.83
#0009196,3691,1,GMPO005-BK-S,16,0,16,2.67,13.33
#0009197,216,1,GLSB017-PW-S,16.17,1.62,14.56,2.33,12.23
#0009197,216,1,GLLG042-PW-S,24.25,2.43,21.83,3.49,18.34
#0009197,216,1,GLLG076-TP-M,32.34,3.24,29.1,4.65,24.45
#0009198,3423,1,GMSH024-BK-S,20,0,20,3.33,16.67
#0009199,9522,1,GMST038-CW-S,21.86,0,21.86,0,21.86
#0009199,9522,1,GMST054-SBM-S,18.22,0,18.22,0,18.22
#0009200,1488,1,GLLG022-BK/WH-M,28,0,28,4.67,23.33
#0009200,1488,1,GLLT027-BT-M,20,0,20,3.33,16.67
#0009201,8590,1,GLLG042-BK-XS,33.6,0,33.6,5.6,28
#0009201,8590,1,GLLG028-BK/WH-XS,21,0,21,3.5,17.5
#0009201,8590,1,GLCT016-BK-S,13,0,13,2.17,10.83
#0009201,8590,1,GLPO006-KHM-XS,23.8,0,23.8,3.97,19.83
#0009202,5005,1,GLLG042-TP-S,40.73,0,40.73,0,40.73
#0009203,527,1,GMJG004-GLM-S,34,3.4,30.6,5.1,25.5
#0009204,4542,1,GLHD020-CHM-M,32.5,0,32.5,5.42,27.08
#0009205,8798,1,GLLG015-BKM/CH-S,32,0,32,5.33,26.67
#0009206,9677,1,GLLG1828-SLD-S,43.1,0,43.1,0,43.1
#0009207,6635,1,GLLG012-CHM-M,28.51,0,28.51,4.55,23.96
